target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 380226304,380226304,100,100,15.25,181.6819,-61.46,3,2,6907.0,1.41271,1.5,1910.74,DWARF,1,3.350106,1582
TIC 410926825,410926825,100,100,14.41,178.0959,-67.6384,3,3,6674.0,1.79573,1.41,1920.38,DWARF,1,3.390482,1583
TIC 21709269,21709269,100,100,15.27,180.7187,-45.6863,2,2,5590.0,1.52419,0.99,2116.92,DWARF,1,3.420078,1584
TIC 71947333,71947333,100,100,15.0,167.0386,-46.1916,2,1,6101.0,1.69811,1.15,2290.86,DWARF,1,3.459932,1585
TIC 303891914,303891914,100,100,15.51,258.1562,-64.5529,4,4,5644.0,1.55549,1.0,2443.19,DWARF,1,3.485734,1586
TIC 80850145,80850145,100,100,15.03,166.2769,-53.4611,2,1,6991.0,1.76196,1.54,2556.38,DWARF,1,3.497992,1587
TIC 401283649,401283649,100,100,15.26,187.967,-50.4149,3,1,6292.0,1.69323,1.23,2767.79,DWARF,1,3.509432,1588
TIC 298383058,298383058,100,100,15.7,242.7742,-65.5802,4,1,5866.0,1.5509,1.06,2796.15,DWARF,1,3.521168,1589
TIC 403599349,403599349,100,100,15.68,231.618,-73.321,4,2,6304.0,1.56411,1.24,3139.36,DWARF,1,3.524535,1590
TIC 447756478,447756478,100,100,15.3,255.4563,-63.9015,4,4,6853.0,1.75555,1.48,3332.93,DWARF,1,3.548826,1591
TIC 360619681,360619681,100,100,15.76,240.7886,-71.3934,4,2,5932.0,1.60002,1.08,3070.22,DWARF,1,3.560251,1592
TIC 306010339,306010339,100,100,14.88,263.9902,-62.3508,4,4,5336.0,1.98341,0.92,2167.74,DWARF,1,3.570825,1593
TIC 338533514,338533514,100,100,15.41,189.4769,-61.1022,3,2,6162.0,1.84063,1.17,2305.43,DWARF,1,3.611933,1594
TIC 447512267,447512267,100,100,15.44,253.3367,-60.565,4,4,5792.0,1.86731,1.04,2698.05,DWARF,1,3.630433,1595
TIC 166887598,166887598,100,100,15.59,192.9636,-52.3291,3,1,5888.0,1.81934,1.07,2887.35,DWARF,1,3.637828,1596
TIC 288862588,288862588,100,100,15.74,232.2777,-75.6481,4,2,6467.0,1.8327,1.32,3912.54,DWARF,1,3.674183,1597
TIC 339406709,339406709,100,100,15.83,199.9482,-71.0256,3,3,5810.0,1.80603,1.04,3036.95,DWARF,1,3.67945,1598
TIC 245340643,245340643,100,100,15.63,199.6389,-50.3852,3,1,5574.0,1.90297,0.98,2888.09,DWARF,1,3.684864,1599
TIC 119712594,119712594,100,100,15.67,161.8626,-50.8412,2,1,6101.0,1.89071,1.15,2853.74,DWARF,1,3.68725,1600
TIC 420349873,420349873,100,100,15.61,239.5932,-59.2518,4,1,5182.0,1.9481,0.88,2215.09,DWARF,1,3.701222,1601
TIC 406946374,406946374,100,100,15.87,229.8147,-80.0571,4,2,6065.0,1.9357,1.13,3794.3,DWARF,1,3.747676,1602
TIC 369299790,369299790,100,100,14.07,191.9944,-63.0864,3,3,50000.0,0.147,0.5,631.412,DWARF,2,1.148635,1603
TIC 383942426,383942426,100,100,14.41,239.571,-79.6222,4,2,50000.0,0.147,0.5,4030.73,DWARF,2,1.216635,1604
TIC 380590152,380590152,100,100,14.58,268.8044,-62.3739,4,4,50000.0,0.147,0.5,4536.12,DWARF,2,1.250635,1605
TIC 303537262,303537262,100,100,14.83,272.077,-65.1483,4,4,34000.0,0.143,0.47,1594.46,DWARF,2,1.276672,1606
TIC 382039146,382039146,100,100,14.15,284.6681,-67.9232,4,3,31000.0,0.18,0.47,816.23,DWARF,2,1.340545,1607
TIC 365432876,365432876,100,100,15.24,273.4868,-65.4632,4,4,50000.0,0.147,0.5,5709.6,DWARF,2,1.382635,1608
TIC 293791715,293791715,100,100,14.41,263.1739,-67.9045,4,4,31000.0,0.18,0.47,631.884,DWARF,2,1.392545,1609
TIC 407768021,407768021,100,100,14.48,272.8666,-67.3825,4,4,31000.0,0.18,0.47,847.61,DWARF,2,1.406545,1610
TIC 178345419,178345419,100,100,14.71,164.3549,-45.82,2,1,31000.0,0.18,0.47,1058.16,DWARF,2,1.452545,1611
TIC 14684028,14684028,100,100,14.75,174.6198,-29.1153,2,3,31000.0,0.18,0.47,2337.37,DWARF,2,1.460545,1612
TIC 434923593,434923593,100,100,14.09,192.4065,-63.5361,3,3,28500.0,0.226,0.47,661.265,DWARF,2,1.526217,1613
TIC 471013521,471013521,100,100,15.21,176.2259,-29.153,2,3,31000.0,0.18,0.47,,DWARF,2,1.552545,1614
TIC 398447122,398447122,100,100,15.32,298.0687,-75.3831,4,3,31000.0,0.18,0.47,2117.83,DWARF,2,1.574545,1615
TIC 471013465,471013465,100,100,15.34,175.7635,-28.0106,2,3,31000.0,0.18,0.47,,DWARF,2,1.578545,1616
TIC 434023002,434023002,100,100,15.48,190.7494,-64.1307,3,3,31000.0,0.18,0.47,1064.47,DWARF,2,1.606545,1617
TIC 338405890,338405890,100,100,15.68,189.5966,-62.7015,3,2,31000.0,0.18,0.47,1283.36,DWARF,2,1.646545,1618
TIC 448590406,448590406,100,100,15.45,174.9626,-31.9894,2,3,,0.208615,0.177582,,DWARF,2,1.728691,1619
TIC 402270550,402270550,100,100,10.13,220.4294,-64.0063,3,4,8273.0,1.57124,2.03,363.307,DWARF,2,2.418485,1620
TIC 466108800,466108800,100,100,10.71,165.1143,-60.4231,3,2,7009.0,1.51643,1.54,381.457,DWARF,2,2.503645,1621
TIC 306047244,306047244,100,100,10.37,166.5465,-58.7664,3,2,8487.0,1.66861,2.11,457.208,DWARF,2,2.51871,1622
TIC 260940739,260940739,100,100,10.74,201.7084,-51.3874,3,1,7107.0,1.5461,1.58,387.68,DWARF,2,2.526475,1623
TIC 305909268,305909268,100,100,10.46,166.1991,-58.6587,3,2,8657.0,1.68067,2.17,469.717,DWARF,2,2.542965,1624
TIC 338655299,338655299,100,100,10.04,198.9079,-69.759,3,3,7373.0,1.85573,1.68,356.11,DWARF,2,2.54503,1625
TIC 459850897,459850897,100,100,10.27,163.7144,-58.5693,3,2,8405.0,1.78789,2.08,456.891,DWARF,2,2.558682,1626
TIC 453666690,453666690,100,100,10.33,205.8933,-55.7548,3,4,7436.0,1.83914,1.7,398.431,DWARF,2,2.59523,1627
TIC 273316582,273316582,100,100,10.0,185.6894,-53.0963,3,1,9135.0,2.01222,2.31,499.896,DWARF,2,2.607351,1628
TIC 94010239,94010239,100,100,13.59,176.4239,-51.3392,2,1,7594.0,0.884369,1.77,903.606,DWARF,2,2.611267,1629
TIC 293110952,293110952,100,100,10.54,178.4004,-29.098,2,3,7417.0,1.79087,1.7,456.293,DWARF,2,2.614128,1630
TIC 467207957,467207957,100,100,10.77,168.0418,-62.224,3,2,7959.0,1.70413,1.91,466.207,DWARF,2,2.617005,1631
TIC 402709719,402709719,100,100,11.01,248.5894,-63.3833,4,1,7102.0,1.63386,1.58,480.106,DWARF,2,2.62843,1632
TIC 208752497,208752497,100,100,10.87,209.1898,-57.6885,3,4,7556.0,1.70627,1.75,480.054,DWARF,2,2.638096,1633
TIC 433005813,433005813,100,100,10.42,181.153,-54.2122,3,2,7189.0,1.91835,1.61,436.703,DWARF,2,2.649856,1634
TIC 454047903,454047903,100,100,10.94,175.953,-41.3366,2,2,7114.0,1.70554,1.58,471.658,DWARF,2,2.651724,1635
TIC 65313788,65313788,100,100,10.04,235.8678,-59.0577,4,1,8187.0,2.10203,,443.24,DWARF,2,2.653278,1636
TIC 306048372,306048372,100,100,10.21,166.3964,-58.6174,3,2,8177.0,2.04611,2.0,479.47,DWARF,2,2.663858,1637
TIC 452281203,452281203,100,100,11.47,174.0431,-56.6242,3,2,7853.0,1.54437,1.87,627.463,DWARF,2,2.671503,1638
TIC 396368313,396368313,100,100,11.24,212.8391,-75.8332,4,2,9401.0,1.63132,2.39,708.598,DWARF,2,2.673078,1639
TIC 298639351,298639351,100,100,10.14,242.856,-61.9367,4,1,7130.0,2.12798,1.59,423.763,DWARF,2,2.683935,1640
TIC 449352829,449352829,100,100,10.24,191.3302,-45.851,2,2,6350.1,2.08838,1.26,364.219,DWARF,2,2.687619,1641
TIC 208752493,208752493,100,100,11.1,209.1922,-57.689,3,4,7440.0,1.71726,1.7,520.842,DWARF,2,2.689672,1642
TIC 261698173,261698173,100,100,14.39,227.3584,-66.8232,4,1,7570.0,0.806749,1.76,1127.39,DWARF,2,2.691477,1643
TIC 345177737,345177737,100,100,10.22,281.8727,-76.2862,4,3,7874.0,2.12034,1.88,489.106,DWARF,2,2.696811,1644
TIC 318971919,318971919,100,100,10.21,173.4591,-60.6797,3,2,8369.0,2.15171,,567.313,DWARF,2,2.707567,1645
TIC 163377974,163377974,100,100,10.05,173.5059,-46.963,2,1,9536.0,2.24499,2.43,587.202,DWARF,2,2.712429,1646
TIC 398875682,398875682,100,100,12.5,180.4301,-57.5914,3,2,7395.0,1.28745,1.69,697.955,DWARF,2,2.719461,1647
TIC 410281403,410281403,100,100,10.58,213.8633,-56.1969,3,4,7323.0,2.00856,1.66,464.902,DWARF,2,2.72177,1648
TIC 336954502,336954502,100,100,10.0,196.631,-66.7647,3,3,9084.0,2.29885,,504.693,DWARF,2,2.723021,1649
TIC 448924885,448924885,100,100,10.48,214.3698,-70.6805,4,2,6056.0,2.08333,1.13,360.143,DWARF,2,2.733516,1650
TIC 245099840,245099840,100,100,10.64,198.0763,-53.5457,3,1,5832.0,2.02207,1.05,337.205,DWARF,2,2.739592,1651
TIC 142209361,142209361,100,100,10.39,180.3655,-32.2263,2,3,6339.0,2.1676,1.25,409.571,DWARF,2,2.749958,1652
TIC 119925436,119925436,100,100,10.98,162.4127,-50.5993,2,1,7585.0,1.90224,,502.342,DWARF,2,2.754531,1653
TIC 164910620,164910620,100,100,10.47,192.1172,-49.2652,3,1,5852.0,2.14191,1.06,365.613,DWARF,2,2.755602,1654
TIC 466695912,466695912,100,100,14.78,296.9505,-76.3863,4,3,7229.0,0.79526,1.62,1242.21,DWARF,2,2.757018,1655
TIC 208013204,208013204,100,100,10.37,207.6448,-54.6826,3,4,6683.0,2.19579,1.41,409.124,DWARF,2,2.757182,1656
TIC 147027702,147027702,100,100,10.63,161.7728,-43.9318,2,4,6946.0,2.09721,1.52,457.186,DWARF,2,2.769284,1657
TIC 57352825,57352825,100,100,10.57,171.7302,-34.4799,2,3,6578.0,2.13711,1.37,464.283,DWARF,2,2.773654,1658
TIC 398767751,398767751,100,100,10.35,180.1892,-56.9636,3,2,8811.0,2.25026,,675.945,DWARF,2,2.774465,1659
TIC 351181774,351181774,100,100,10.16,247.4879,-64.9139,4,1,7571.49,2.36165,1.76,478.743,DWARF,2,2.778431,1660
TIC 413633652,413633652,100,100,10.0,215.1214,-56.5797,3,4,6557.0,2.45312,1.36,357.931,DWARF,2,2.779438,1661
TIC 443199889,443199889,100,100,10.88,198.8881,-61.4431,3,4,6387.0,2.00587,1.28,398.406,DWARF,2,2.780606,1662
TIC 314802266,314802266,100,100,11.18,184.932,-71.4989,3,3,7512.0,1.87605,,508.61,DWARF,2,2.782489,1663
TIC 396424970,396424970,100,100,11.32,213.0889,-74.0555,4,2,7354.0,1.81928,,581.348,DWARF,2,2.783799,1664
TIC 337714539,337714539,100,100,14.95,215.4053,-61.6053,3,4,7342.0,0.788979,1.67,857.608,DWARF,2,2.784131,1665
TIC 82382251,82382251,100,100,10.12,169.1958,-51.1139,2,1,6502.0,2.40838,1.33,398.576,DWARF,2,2.78745,1666
TIC 393932186,393932186,100,100,10.0,196.8392,-72.6253,3,3,9468.0,2.47719,2.41,574.662,DWARF,2,2.787919,1667
TIC 329064084,329064084,100,100,11.45,211.474,-62.2538,3,4,10610.0,1.78171,2.75,635.42,DWARF,2,2.791674,1668
TIC 89833314,89833314,100,100,10.27,204.121,-59.3724,3,4,6125.0,2.35854,1.16,367.557,DWARF,2,2.799286,1669
TIC 450420664,450420664,100,100,10.46,186.125,-61.5544,3,2,8869.0,2.26125,,508.398,DWARF,2,2.800697,1670
TIC 412874382,412874382,100,100,10.18,194.0196,-54.9791,3,1,6265.0,2.41854,1.22,381.772,DWARF,2,2.803107,1671
TIC 426188547,426188547,100,100,10.15,238.8411,-72.2595,4,2,6683.5,2.43839,1.41,440.398,DWARF,2,2.804206,1672
TIC 330424797,330424797,100,100,12.36,211.9693,-60.6202,3,4,7944.0,1.46678,1.91,700.825,DWARF,2,2.80473,1673
TIC 340155678,340155678,100,100,10.89,200.9823,-68.6963,3,3,6878.0,2.06262,1.49,512.019,DWARF,2,2.806838,1674
TIC 450999169,450999169,100,100,10.2,170.1676,-59.3711,3,2,6232.0,2.42064,1.2,407.819,DWARF,2,2.80786,1675
TIC 22510001,22510001,100,100,10.37,184.588,-43.489,2,2,6144.0,2.33106,1.17,407.464,DWARF,2,2.809107,1676
TIC 68597871,68597871,100,100,11.36,202.8635,-55.1965,3,1,7669.0,1.86394,1.8,629.324,DWARF,2,2.812864,1677
TIC 364894028,364894028,100,100,10.96,177.3662,-66.353,3,2,7226.0,2.06424,1.62,540.518,DWARF,2,2.82152,1678
TIC 316893114,316893114,100,100,11.66,203.4947,-60.208,3,4,7179.0,1.75707,,643.834,DWARF,2,2.821578,1679
TIC 210098552,210098552,100,100,11.77,211.7297,-59.4863,3,4,7350.0,1.71922,1.67,612.248,DWARF,2,2.824663,1680
TIC 329672278,329672278,100,100,10.71,211.6276,-63.0533,3,4,8101.0,2.19627,1.97,520.445,DWARF,2,2.825371,1681
TIC 72816298,72816298,100,100,10.89,188.5626,-45.7659,2,2,6390.0,2.12045,1.28,500.788,DWARF,2,2.830856,1682
TIC 465933345,465933345,100,100,10.48,164.7638,-60.0829,3,2,6622.0,2.33238,1.39,502.979,DWARF,2,2.831599,1683
TIC 260947147,260947147,100,100,10.0,201.6081,-53.7045,3,1,7623.0,2.61495,1.78,493.169,DWARF,2,2.834927,1684
TIC 448517318,448517318,100,100,10.43,211.3383,-68.2757,3,3,9946.0,2.37776,2.55,727.457,DWARF,2,2.838336,1685
TIC 294930324,294930324,100,100,11.22,169.7194,-66.174,3,2,7813.0,1.98245,,434.896,DWARF,2,2.838404,1686
TIC 321474625,321474625,100,100,10.76,175.4206,-62.6074,3,2,8592.0,2.20496,,592.343,DWARF,2,2.838801,1687
TIC 162362398,162362398,100,100,10.62,169.4143,-44.0171,2,1,8025.0,2.29741,1.94,651.263,DWARF,2,2.846477,1688
TIC 305323222,305323222,100,100,10.8,261.9408,-63.9103,4,4,6420.0,2.21344,1.29,511.169,DWARF,2,2.850136,1689
TIC 80677454,80677454,100,100,11.7,165.936,-52.8464,2,1,7401.0,1.80631,1.69,718.884,DWARF,2,2.853585,1690
TIC 381982417,381982417,100,100,10.57,284.0489,-70.2495,4,3,7400.0,2.36529,1.69,615.178,DWARF,2,2.861769,1691
TIC 392245387,392245387,100,100,15.4,174.9555,-70.6755,3,3,7578.0,0.778931,1.76,1622.64,DWARF,2,2.862998,1692
TIC 298946836,298946836,100,100,11.11,243.2216,-61.0313,4,1,5964.0,2.09656,1.09,487.432,DWARF,2,2.865015,1693
TIC 376565446,376565446,100,100,10.28,180.6467,-54.7647,3,2,6679.0,2.55207,1.41,477.471,DWARF,2,2.869785,1694
TIC 298112357,298112357,100,100,10.67,225.0539,-62.9009,4,1,9764.0,2.33375,2.49,618.275,DWARF,2,2.870109,1695
TIC 403507814,403507814,100,100,12.26,230.909,-76.8958,4,2,7560.0,1.62654,1.75,904.833,DWARF,2,2.874529,1696
TIC 407045410,407045410,100,100,10.05,232.4928,-78.8414,4,2,8404.0,2.7088,2.08,620.274,DWARF,2,2.875554,1697
TIC 272213425,272213425,100,100,11.11,180.165,-45.7995,2,2,6457.0,2.1276,1.31,564.409,DWARF,2,2.87778,1698
TIC 62061161,62061161,100,100,10.44,178.2539,-44.9171,2,2,6829.0,2.49096,1.47,521.979,DWARF,2,2.880734,1699
TIC 73082975,73082975,100,100,10.92,189.6893,-46.139,2,2,6471.0,2.23565,1.32,537.564,DWARF,2,2.882808,1700
TIC 80299103,80299103,100,100,10.42,164.9381,-51.0746,2,1,6920.0,2.54392,1.51,518.13,DWARF,2,2.895007,1701
TIC 401762326,401762326,100,100,11.1,217.2001,-75.1036,4,2,6737.0,2.18126,1.44,577.583,DWARF,2,2.897415,1702
TIC 327278100,327278100,100,100,10.81,189.1919,-67.5287,3,3,6707.0,2.34152,1.42,562.28,DWARF,2,2.900996,1703
TIC 336278309,336278309,100,100,15.43,195.5852,-68.704,3,3,9567.0,0.819573,2.44,2216.14,DWARF,2,2.913175,1704
TIC 448820344,448820344,100,100,11.39,213.704,-66.7147,3,4,7544.0,2.07988,1.75,686.164,DWARF,2,2.914077,1705
TIC 419503191,419503191,100,100,12.55,191.3009,-55.319,3,1,7238.0,1.59262,1.63,825.215,DWARF,2,2.914224,1706
TIC 72005709,72005709,100,100,10.01,167.4128,-45.5121,2,1,6864.0,2.85842,1.49,486.706,DWARF,2,2.914252,1707
TIC 412266364,412266364,100,100,10.39,231.3461,-59.4404,4,1,7716.0,2.62385,1.82,576.859,DWARF,2,2.915878,1708
TIC 314228257,314228257,100,100,11.48,184.3109,-70.1533,3,3,6346.0,2.05408,1.26,605.288,DWARF,2,2.921235,1709
TIC 343376897,343376897,100,100,10.96,240.8939,-60.4403,4,1,9833.0,2.32007,2.51,884.178,DWARF,2,2.923002,1710
TIC 400802343,400802343,100,100,10.05,178.2488,-52.633,2,1,8547.0,2.86667,2.13,665.188,DWARF,2,2.924755,1711
TIC 207854908,207854908,100,100,10.44,207.3183,-58.9849,3,4,7226.0,2.63443,1.62,549.24,DWARF,2,2.929373,1712
TIC 303814029,303814029,100,100,12.77,164.5198,-56.386,2,1,7514.0,1.54084,1.73,999.139,DWARF,2,2.929515,1713
TIC 142262969,142262969,100,100,10.26,180.5936,-31.3737,2,3,6574.0,2.75815,1.37,520.259,DWARF,2,2.933236,1714
TIC 336613507,336613507,100,100,12.88,196.3739,-66.3852,3,3,7057.0,1.50982,1.56,860.344,DWARF,2,2.93385,1715
TIC 409952137,409952137,100,100,12.21,213.8784,-58.1483,3,4,8751.0,1.76423,2.2,836.282,DWARF,2,2.93511,1716
TIC 282221346,282221346,100,100,11.04,210.9854,-78.7725,4,2,5784.0,2.32059,1.04,489.651,DWARF,2,2.939197,1717
TIC 210851954,210851954,100,100,10.73,212.9007,-54.7288,3,4,6753.0,2.49592,1.44,533.28,DWARF,2,2.940461,1718
TIC 394261904,394261904,100,100,11.64,198.9462,-75.3482,3,3,7330.0,2.02882,1.66,777.415,DWARF,2,2.942487,1719
TIC 320710719,320710719,100,100,12.6,205.5535,-64.679,3,4,7689.0,1.6268,1.8,879.891,DWARF,2,2.942668,1720
TIC 92173719,92173719,100,100,10.36,172.4342,-51.5938,2,1,5960.0,2.73539,1.09,444.797,DWARF,2,2.946039,1721
TIC 467484304,467484304,100,100,13.36,168.6135,-61.5591,3,2,7691.0,1.37237,1.81,1195.67,DWARF,2,2.946942,1722
TIC 319949055,319949055,100,100,13.3,174.3893,-65.3079,3,2,7822.0,1.39262,1.86,964.011,DWARF,2,2.947665,1723
TIC 308191940,308191940,100,100,10.19,180.4332,-61.9547,3,2,9635.0,2.85288,2.46,795.894,DWARF,2,2.948567,1724
TIC 157336254,157336254,100,100,10.09,177.1131,-31.9687,2,3,6979.0,2.92298,1.53,555.397,DWARF,2,2.949652,1725
TIC 438777551,438777551,100,100,12.93,201.7605,-53.4481,3,1,7014.0,1.52356,1.54,937.758,DWARF,2,2.951719,1726
TIC 426901646,426901646,100,100,12.06,236.8919,-67.5067,4,1,7929.0,1.89138,1.9,1036.48,DWARF,2,2.965558,1727
TIC 209478882,209478882,100,100,10.62,210.3459,-54.6314,3,4,6497.0,2.64563,1.33,538.23,DWARF,2,2.969058,1728
TIC 413081073,413081073,100,100,15.98,204.9111,-59.3185,3,4,7279.0,0.770278,1.64,1388.73,DWARF,2,2.969295,1729
TIC 451071957,451071957,100,100,11.29,170.2939,-55.5242,3,2,8954.0,2.27667,,,DWARF,2,2.9726,1730
TIC 245341523,245341523,100,100,10.52,199.724,-50.0579,3,1,9781.0,2.72592,2.5,878.174,DWARF,2,2.975026,1731
TIC 409952138,409952138,100,100,12.48,213.8811,-58.1485,3,4,8510.0,1.73777,2.12,889.17,DWARF,2,2.975985,1732
TIC 320710732,320710732,100,100,12.78,205.5553,-64.6778,3,4,7431.0,1.62643,1.7,903.54,DWARF,2,2.978471,1733
TIC 68030406,68030406,100,100,13.09,190.2192,-55.5016,3,1,7121.0,1.52566,1.58,956.723,DWARF,2,2.984916,1734
TIC 272885406,272885406,100,100,12.97,161.7016,-49.0482,2,1,7109.0,1.57174,1.58,989.462,DWARF,2,2.986761,1735
TIC 267174860,267174860,100,100,10.32,175.6868,-54.8982,3,2,6214.0,2.9017,1.2,481.333,DWARF,2,2.989305,1736
TIC 376209245,376209245,100,100,13.15,179.1846,-56.7566,3,2,7428.0,1.52416,1.7,1110.66,DWARF,2,2.996061,1737
TIC 294768072,294768072,100,100,11.81,267.6519,-71.2867,4,3,5692.75,2.0755,1.01,627.41,DWARF,2,2.996245,1738
TIC 267079346,267079346,100,100,10.59,175.7473,-56.4086,3,2,6892.0,2.74904,1.5,596.074,DWARF,2,2.996362,1739
TIC 210098534,210098534,100,100,10.72,211.7327,-59.4882,3,4,8015.0,2.68828,1.94,648.162,DWARF,2,3.002949,1740
TIC 46698351,46698351,100,100,10.24,230.7106,-59.8354,4,1,8972.0,3.01627,2.26,709.453,DWARF,2,3.00694,1741
TIC 22648725,22648725,100,100,10.64,185.188,-46.8261,2,2,6297.0,2.75299,1.23,570.473,DWARF,2,3.007609,1742
TIC 433546897,433546897,100,100,11.64,190.4029,-65.7973,3,3,6560.0,2.19704,1.36,677.547,DWARF,2,3.011676,1743
TIC 316652224,316652224,100,100,13.1,171.9564,-61.5312,3,2,7798.0,1.57174,1.85,1270.07,DWARF,2,3.012761,1744
TIC 162922904,162922904,100,100,12.02,171.845,-44.0887,2,1,6090.0,2.02635,1.14,757.84,DWARF,2,3.017429,1745
TIC 397341697,397341697,100,100,10.55,175.0577,-44.9326,2,2,5998.0,2.84987,1.11,528.671,DWARF,2,3.01965,1746
TIC 267291974,267291974,100,100,10.68,175.9362,-56.4601,3,2,7029.0,2.77109,1.55,640.437,DWARF,2,3.021301,1747
TIC 439257396,439257396,100,100,10.52,195.5861,-65.0024,3,3,7805.0,2.90105,1.85,647.893,DWARF,2,3.02911,1748
TIC 276905005,276905005,100,100,10.11,275.5153,-79.8845,4,3,7951.0,3.2007,1.91,677.463,DWARF,2,3.03249,1749
TIC 426009799,426009799,100,100,10.87,236.6295,-73.4065,4,2,7609.21,2.69597,1.77,745.176,DWARF,2,3.03543,1750
TIC 147566325,147566325,100,100,11.0,163.5959,-42.3912,2,4,6089.0,2.62066,1.14,588.179,DWARF,2,3.036821,1751
TIC 72671320,72671320,100,100,10.48,188.2069,-44.9943,2,2,5995.0,2.95503,1.1,522.798,DWARF,2,3.037124,1752
TIC 406106335,406106335,100,100,12.81,197.5464,-54.2188,3,1,7277.0,1.75304,1.64,1019.68,DWARF,2,3.049584,1753
TIC 412266361,412266361,100,100,10.74,231.3513,-59.4406,4,1,7594.0,2.8494,1.77,697.666,DWARF,2,3.057507,1754
TIC 300892362,300892362,100,100,10.21,177.814,-55.8047,3,2,8137.0,3.2396,1.98,709.314,DWARF,2,3.062983,1755
TIC 286979043,286979043,100,100,10.83,187.1869,-70.739,3,3,6186.0,2.83151,1.18,567.631,DWARF,2,3.070036,1756
TIC 311179742,311179742,100,100,12.28,257.715,-75.73,4,3,5929.0,2.03323,1.08,802.875,DWARF,2,3.072373,1757
TIC 447999170,447999170,100,100,10.37,185.2597,-69.9517,3,3,9606.0,3.16873,2.45,894.451,DWARF,2,3.07577,1758
TIC 195256633,195256633,100,100,12.07,222.683,-57.7613,3,4,7822.0,2.14687,1.86,872.272,DWARF,2,3.077611,1759
TIC 321471064,321471064,100,100,11.91,175.5275,-62.2673,3,2,7202.0,2.22968,1.61,840.892,DWARF,2,3.078485,1760
TIC 288224503,288224503,100,100,12.08,187.3151,-51.0039,3,1,6506.0,2.14826,1.33,851.976,DWARF,2,3.080174,1761
TIC 406338833,406338833,100,100,10.79,197.765,-55.984,3,1,6330.0,2.89141,1.25,589.305,DWARF,2,3.080219,1762
TIC 244929497,244929497,100,100,10.6,196.9673,-51.1934,3,1,6650.0,3.05527,1.4,624.974,DWARF,2,3.090099,1763
TIC 305492348,305492348,100,100,12.84,178.5754,-62.3751,3,2,7108.0,1.8304,1.58,1227.81,DWARF,2,3.093092,1764
TIC 394261893,394261893,100,100,10.58,198.9397,-75.3534,3,3,7510.0,3.09074,1.73,755.385,DWARF,2,3.096125,1765
TIC 308010949,308010949,100,100,13.36,167.2122,-54.3151,2,1,7081.0,1.63072,1.57,1207.19,DWARF,2,3.096759,1766
TIC 321802774,321802774,100,100,12.63,206.1032,-64.4966,3,4,8213.0,1.9422,2.01,1095.74,DWARF,2,3.102588,1767
TIC 451254008,451254008,100,100,12.53,171.0153,-57.5436,3,2,6282.0,2.00754,1.23,935.189,DWARF,2,3.111328,1768
TIC 306357884,306357884,100,100,11.56,265.0876,-63.2519,4,4,6307.0,2.53382,1.24,809.845,DWARF,2,3.119552,1769
TIC 361403927,361403927,100,100,12.29,242.8172,-67.0003,4,1,6508.0,2.14229,1.34,997.768,DWARF,2,3.119757,1770
TIC 181159386,181159386,100,100,11.17,174.3028,-38.3072,2,3,6719.0,2.78212,1.43,789.341,DWARF,2,3.122752,1771
TIC 343707847,343707847,100,100,10.54,206.7616,-70.8636,3,3,7279.0,3.24566,1.64,699.124,DWARF,2,3.130606,1772
TIC 337451205,337451205,100,100,11.37,215.2834,-60.9326,3,4,6826.0,2.69518,1.47,851.011,DWARF,2,3.135176,1773
TIC 209054294,209054294,100,100,12.35,209.7967,-54.7629,3,4,6386.0,2.16124,1.28,914.054,DWARF,2,3.139406,1774
TIC 467058752,467058752,100,100,11.95,167.5345,-60.1523,3,2,9600.0,2.37477,,1209.13,DWARF,2,3.141243,1775
TIC 290388627,290388627,100,100,13.4,173.7181,-63.4458,3,2,8878.0,1.7011,2.24,1321.29,DWARF,2,3.14146,1776
TIC 329089161,329089161,100,100,10.27,191.3872,-71.2213,3,3,8534.0,3.51238,2.13,834.056,DWARF,2,3.145203,1777
TIC 334436767,334436767,100,100,11.05,213.6718,-61.7493,3,4,8258.0,2.98587,2.03,790.525,DWARF,2,3.160142,1778
TIC 71341774,71341774,100,100,12.34,154.7513,-35.6839,2,4,6176.0,2.22168,1.18,946.232,DWARF,2,3.161363,1779
TIC 319808992,319808992,100,100,10.66,174.4534,-61.7514,3,2,7004.0,3.33524,1.54,841.956,DWARF,2,3.178254,1780
TIC 396465600,396465600,100,100,10.67,213.7623,-74.2464,4,2,6759.0,3.34598,1.45,745.337,DWARF,2,3.183047,1781
TIC 412485680,412485680,100,100,11.99,193.084,-54.2285,3,1,6870.0,2.4771,1.49,914.534,DWARF,2,3.185887,1782
TIC 342375120,342375120,100,100,12.14,204.3855,-66.2511,3,3,6426.0,2.42157,1.3,864.432,DWARF,2,3.196194,1783
TIC 384709136,384709136,100,100,12.75,257.613,-81.7083,4,2,6287.0,2.1049,1.23,1058.39,DWARF,2,3.196463,1784
TIC 362384415,362384415,100,100,11.61,245.8773,-67.3444,4,1,7203.83,2.75203,1.61,1078.11,DWARF,2,3.201306,1785
TIC 253327702,253327702,100,100,10.32,195.9552,-54.6121,3,1,6329.0,3.71778,1.25,615.325,DWARF,2,3.204567,1786
