target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 165184551,165184551,105,105,12.05,47.8044,-37.1001,4,2,3990
TIC 89255652,89255652,105,105,10.87,58.6319,-27.3055,4,3,3991
TIC 65517265,65517265,105,105,11.74,43.329,-29.1775,4,4,3992
TIC 147469851,147469851,105,105,12.06,41.4342,-36.6436,4,2,3993
TIC 89265835,89265835,105,105,10.87,59.1528,-29.7216,4,3,3994
TIC 88461993,88461993,105,105,11.74,46.4848,-26.7223,4,4,3995
TIC 215256954,215256954,105,105,12.07,42.4671,-38.3574,4,2,3996
TIC 142852833,142852833,105,105,10.87,50.5269,-31.0742,4,3,3997
TIC 144481110,144481110,105,105,11.74,49.3525,-26.3879,4,4,3998
TIC 91555118,91555118,105,105,12.08,43.9518,-34.6384,4,2,3999
TIC 142978797,142978797,105,105,10.87,53.665,-30.9166,4,3,4000
TIC 408248695,408248695,105,105,11.74,51.1374,-26.6742,4,4,4001
TIC 91555403,91555403,105,105,12.08,44.0003,-35.4871,4,2,4002
TIC 176798823,176798823,105,105,10.87,48.6559,-31.4789,4,3,4003
TIC 92228834,92228834,105,105,11.75,48.888,-26.4653,4,4,4004
TIC 147455925,147455925,105,105,12.1,40.964,-36.8989,4,2,4005
TIC 89150142,89150142,105,105,10.88,55.8638,-29.508,4,3,4006
TIC 279328542,279328542,105,105,11.75,43.655,-28.8013,4,4,4007
TIC 152970279,152970279,105,105,12.1,47.7437,-45.6683,4,2,4008
TIC 142865550,142865550,105,105,10.88,50.511,-33.8188,4,3,4009
TIC 71336063,71336063,105,105,11.76,43.5455,-28.8002,4,4,4010
TIC 91555120,91555120,105,105,12.11,43.8612,-34.6404,4,2,4011
TIC 142876077,142876077,105,105,10.88,51.607,-31.5882,4,3,4012
TIC 88466794,88466794,105,105,11.76,46.8049,-29.1093,4,4,4013
TIC 165144659,165144659,105,105,12.11,46.3418,-37.2855,4,2,4014
TIC 176779799,176779799,105,105,10.88,48.0921,-34.4113,4,3,4015
TIC 144539039,144539039,105,105,11.76,52.3037,-26.655,4,4,4016
TIC 160003961,160003961,105,105,12.13,50.8266,-40.4535,4,2,4017
TIC 176833110,176833110,105,105,10.88,49.1387,-34.0141,4,3,4018
TIC 65484525,65484525,105,105,11.77,43.0361,-28.554,4,4,4019
TIC 147469769,147469769,105,105,12.14,41.4272,-37.1704,4,2,4020
TIC 325707381,325707381,105,105,10.88,56.8366,-28.2578,4,3,4021
TIC 88409403,88409403,105,105,11.77,45.7713,-27.4543,4,4,4022
TIC 152360619,152360619,105,105,12.15,44.9052,-36.8011,4,2,4023
TIC 89188679,89188679,105,105,10.89,57.6964,-28.3247,4,3,4024
TIC 120960091,120960091,105,105,11.77,54.3642,-23.4857,4,4,4025
TIC 215257018,215257018,105,105,12.16,42.5395,-37.0928,4,2,4026
TIC 142868598,142868598,105,105,10.89,50.887,-31.3901,4,3,4027
TIC 88346441,88346441,105,105,11.79,44.1647,-28.2046,4,4,4028
TIC 321087285,321087285,105,105,12.16,44.6036,-36.5364,4,2,4029
TIC 142875031,142875031,105,105,10.89,51.4591,-34.1724,4,3,4030
TIC 88532891,88532891,105,105,11.79,48.5179,-27.3871,4,4,4031
TIC 152970890,152970890,105,105,12.18,47.9403,-47.3307,4,2,4032
TIC 142977932,142977932,105,105,10.89,53.6615,-35.4845,4,3,4033
TIC 144513457,144513457,105,105,11.79,50.3994,-28.3669,4,4,4034
TIC 231290860,231290860,105,105,12.2,44.3503,-48.8448,4,2,4035
TIC 144602332,144602332,105,105,10.89,53.6317,-29.5273,4,3,4036
TIC 144522741,144522741,105,105,11.79,50.9572,-26.091,4,4,4037
TIC 308243179,308243179,105,105,12.21,46.5641,-37.4399,4,2,4038
TIC 209460726,209460726,105,105,10.89,46.929,-32.6382,4,3,4039
TIC 209461088,209461088,105,105,11.79,46.9347,-30.7258,4,4,4040
TIC 152360830,152360830,105,105,12.22,45.1244,-36.1375,4,2,4041
TIC 89184361,89184361,105,105,10.9,57.3215,-28.7314,4,3,4042
TIC 408248705,408248705,105,105,11.79,51.2428,-26.5907,4,4,4043
TIC 91594813,91594813,105,105,12.25,38.4362,-39.737,4,2,4044
TIC 89203022,89203022,105,105,10.9,57.873,-29.0635,4,3,4045
TIC 88415745,88415745,105,105,11.8,45.8654,-28.7266,4,4,4046
TIC 175492856,175492856,105,105,12.25,45.3162,-36.7336,4,2,4047
TIC 142886186,142886186,105,105,10.9,51.7281,-33.8856,4,3,4048
TIC 88570674,88570674,105,105,11.8,48.8681,-28.7624,4,4,4049
TIC 165164681,165164681,105,105,12.28,47.317,-41.3877,4,2,4050
TIC 176780231,176780231,105,105,10.9,48.2928,-34.5612,4,3,4051
TIC 144503298,144503298,105,105,11.8,49.9445,-28.7106,4,4,4052
TIC 175490940,175490940,105,105,12.28,45.2465,-36.4188,4,2,4053
TIC 257432230,257432230,105,105,10.9,57.0179,-27.1861,4,3,4054
TIC 88508083,88508083,105,105,11.81,47.7892,-26.7041,4,4,4055
TIC 321067332,321067332,105,105,12.28,44.2044,-36.152,4,2,4056
TIC 325691029,325691029,105,105,10.9,56.6358,-28.7374,4,3,4057
TIC 144497382,144497382,105,105,11.81,49.8402,-27.4716,4,4,4058
TIC 175490987,175490987,105,105,12.31,45.2006,-36.6301,4,2,4059
TIC 89147199,89147199,105,105,10.91,55.7135,-27.2547,4,3,4060
TIC 144513789,144513789,105,105,11.81,50.4486,-26.5296,4,4,4061
TIC 91638342,91638342,105,105,12.33,39.7061,-39.2761,4,2,4062
TIC 129888146,129888146,105,105,10.91,56.0218,-39.7125,4,3,4063
TIC 144516062,144516062,105,105,11.82,50.6221,-26.2865,4,4,4064
TIC 209431198,209431198,105,105,12.33,45.6002,-33.5242,4,2,4065
TIC 142978303,142978303,105,105,10.91,53.7497,-33.4853,4,3,4066
TIC 209454741,209454741,105,105,11.82,46.3436,-30.3425,4,4,4067
TIC 159896411,159896411,105,105,12.35,48.6914,-37.01,4,2,4068
TIC 144621121,144621121,105,105,10.91,53.7046,-28.6022,4,3,4069
TIC 88507568,88507568,105,105,11.83,47.7055,-29.5939,4,4,4070
TIC 308241184,308241184,105,105,12.35,41.8213,-36.7132,4,2,4071
TIC 166713981,166713981,105,105,10.91,55.7797,-35.8202,4,3,4072
TIC 144464697,144464697,105,105,11.83,49.152,-25.8836,4,4,4073
TIC 165184400,165184400,105,105,12.37,47.7067,-36.2799,4,2,4074
TIC 168786112,168786112,105,105,10.91,63.076,-32.1933,4,3,4075
TIC 144504487,144504487,105,105,11.83,50.0935,-24.4894,4,4,4076
TIC 321052293,321052293,105,105,12.39,43.8748,-36.6368,4,2,4077
TIC 176850968,176850968,105,105,10.91,49.4615,-34.5261,4,3,4078
TIC 423763523,423763523,105,105,11.83,51.54,-26.5477,4,4,4079
TIC 231281146,231281146,105,105,12.4,42.7941,-47.9688,4,2,4080
TIC 325707216,325707216,105,105,10.91,56.7357,-29.1041,4,3,4081
TIC 423783667,423783667,105,105,11.83,52.0865,-26.6909,4,4,4082
TIC 165192539,165192539,105,105,12.41,48.0559,-37.1043,4,2,4083
TIC 89062514,89062514,105,105,10.92,54.5116,-26.7896,4,3,4084
TIC 88407501,88407501,105,105,11.84,45.4366,-29.3573,4,4,4085
TIC 301022283,301022283,105,105,12.41,47.3633,-45.2886,4,2,4086
TIC 142867293,142867293,105,105,10.92,50.7323,-32.8929,4,3,4087
TIC 88415780,88415780,105,105,11.85,45.9106,-28.5536,4,4,4088
TIC 650845130,650845130,105,105,12.42,47.7433,-45.6677,4,2,4089
TIC 142868545,142868545,105,105,10.92,50.8881,-31.6283,4,3,4090
TIC 88415978,88415978,105,105,11.85,45.8292,-27.4684,4,4,4091
TIC 152972087,152972087,105,105,12.45,48.1177,-42.3592,4,2,4092
TIC 176842604,176842604,105,105,10.92,49.435,-33.3387,4,3,4093
TIC 92228398,92228398,105,105,11.86,48.9749,-29.1355,4,4,4094
TIC 175490986,175490986,105,105,12.45,45.201,-36.6283,4,2,4095
TIC 176852040,176852040,105,105,10.92,49.6255,-30.9685,4,3,4096
TIC 144503895,144503895,105,105,11.87,50.0721,-27.9115,4,4,4097
TIC 323295908,323295908,105,105,12.45,52.734,-39.6135,4,2,4098
TIC 423763149,423763149,105,105,10.92,51.6001,-28.3824,4,3,4099
TIC 88570203,88570203,105,105,11.88,48.6297,-28.1502,4,4,4100
TIC 308245136,308245136,105,105,12.46,51.6548,-38.8378,4,2,4101
TIC 89111743,89111743,105,105,10.93,55.0985,-27.7729,4,3,4102
TIC 209452133,209452133,105,105,11.88,45.898,-31.8551,4,4,4103
TIC 631837983,631837983,105,105,12.46,39.5049,-45.5808,4,2,4104
TIC 142959742,142959742,105,105,10.93,53.3106,-33.0354,4,3,4105
TIC 88416685,88416685,105,105,11.89,46.0343,-24.2361,4,4,4106
TIC 142350889,142350889,105,105,12.47,42.0462,-42.2411,4,2,4107
TIC 144574635,144574635,105,105,10.93,52.5339,-28.0068,4,3,4108
TIC 209456609,209456609,105,105,11.89,46.4466,-31.0526,4,4,4109
TIC 152356688,152356688,105,105,12.52,42.1231,-40.0089,4,2,4110
TIC 144597302,144597302,105,105,10.93,52.8785,-27.6435,4,3,4111
TIC 209463295,209463295,105,105,11.89,47.2381,-30.089,4,4,4112
TIC 175516858,175516858,105,105,12.53,45.5212,-39.8525,4,2,4113
TIC 144620998,144620998,105,105,10.93,53.7463,-27.9269,4,3,4114
TIC 88347745,88347745,105,105,11.91,44.265,-27.9098,4,4,4115
TIC 79589711,79589711,105,105,12.54,53.6066,-43.0831,4,2,4116
TIC 325688476,325688476,105,105,10.93,56.4193,-28.4795,4,3,4117
TIC 88478576,88478576,105,105,11.91,46.9899,-29.2043,4,4,4118
TIC 142168919,142168919,105,105,12.55,37.1345,-41.9927,4,2,4119
TIC 44679821,44679821,105,105,10.94,60.2571,-28.6487,4,3,4120
TIC 144522842,144522842,105,105,11.91,50.9221,-25.5464,4,4,4121
TIC 79589712,79589712,105,105,12.56,53.6091,-43.0835,4,2,4122
TIC 44740985,44740985,105,105,10.94,61.1735,-29.7871,4,3,4123
TIC 144503847,144503847,105,105,11.92,50.1327,-28.1493,4,4,4124
TIC 215256952,215256952,105,105,12.56,42.4686,-38.3569,4,2,4125
TIC 89186932,89186932,105,105,10.94,57.5741,-28.1807,4,3,4126
TIC 209459273,209459273,105,105,11.92,46.8464,-31.1495,4,4,4127
TIC 321068175,321068175,105,105,12.58,44.3295,-41.1917,4,2,4128
TIC 142868618,142868618,105,105,10.94,50.9197,-31.2858,4,3,4129
TIC 88482107,88482107,105,105,11.93,47.3441,-27.6671,4,4,4130
TIC 159984211,159984211,105,105,12.63,50.3328,-40.4017,4,2,4131
TIC 142869135,142869135,105,105,10.94,51.0911,-31.8755,4,3,4132
TIC 144575055,144575055,105,105,11.93,52.4817,-25.5369,4,4,4133
TIC 146708885,146708885,105,105,12.65,44.0248,-43.4431,4,2,4134
TIC 142929959,142929959,105,105,10.94,52.2377,-30.8007,4,3,4135
TIC 209450295,209450295,105,105,11.93,45.5458,-29.9961,4,4,4136
TIC 209431199,209431199,105,105,12.68,45.6189,-33.5206,4,2,4137
TIC 144599651,144599651,105,105,10.94,53.2052,-28.0718,4,3,4138
TIC 88481032,88481032,105,105,11.94,47.1725,-26.4674,4,4,4139
TIC 165184327,165184327,105,105,12.69,47.7515,-35.8794,4,2,4140
TIC 165213629,165213629,105,105,10.94,56.3937,-39.6113,4,3,4141
TIC 88482523,88482523,105,105,11.94,47.4349,-29.8116,4,4,4142
TIC 146687824,146687824,105,105,12.73,43.2473,-46.1612,4,2,4143
TIC 209463694,209463694,105,105,10.94,47.4445,-32.1835,4,3,4144
TIC 65434220,65434220,105,105,11.95,41.4623,-25.444,4,4,4145
TIC 147456499,147456499,105,105,12.73,41.0608,-40.1971,4,2,4146
TIC 408248099,408248099,105,105,10.94,51.1803,-29.6028,4,3,4147
TIC 65482800,65482800,105,105,11.95,42.9586,-29.6843,4,4,4148
TIC 152969046,152969046,105,105,12.73,47.6097,-44.345,4,2,4149
TIC 89184193,89184193,105,105,10.95,57.2801,-29.5313,4,3,4150
TIC 144465192,144465192,105,105,11.95,49.1713,-28.6846,4,4,4151
TIC 49594649,49594649,105,105,12.83,37.3154,-41.2885,4,2,4152
TIC 142868190,142868190,105,105,10.95,50.9859,-33.7349,4,3,4153
TIC 88381167,88381167,105,105,11.96,44.9741,-28.8461,4,4,4154
TIC 142168918,142168918,105,105,12.85,37.1375,-41.9918,4,2,4155
TIC 142929992,142929992,105,105,10.95,52.1389,-31.0104,4,3,4156
TIC 88345402,88345402,105,105,11.97,44.1038,-25.3531,4,4,4157
TIC 651059162,651059162,105,105,12.89,47.3163,-41.3882,4,2,4158
TIC 142938233,142938233,105,105,10.95,52.5076,-34.1612,4,3,4159
TIC 88417463,88417463,105,105,11.97,46.0561,-28.8637,4,4,4160
TIC 146725601,146725601,105,105,12.9,44.7639,-42.5459,4,2,4161
TIC 142939572,142939572,105,105,10.95,52.6439,-29.9939,4,3,4162
TIC 88523278,88523278,105,105,11.97,47.9933,-27.5608,4,4,4163
TIC 146731226,146731226,105,105,12.91,45.6166,-46.7197,4,2,4164
TIC 142945297,142945297,105,105,10.95,53.0019,-34.3766,4,3,4165
TIC 209452598,209452598,105,105,11.97,46.0285,-30.6325,4,4,4166
TIC 146711167,146711167,105,105,12.93,44.2852,-44.167,4,2,4167
TIC 176852009,176852009,105,105,10.95,49.6629,-31.1701,4,3,4168
TIC 88409697,88409697,105,105,11.98,45.8016,-28.8626,4,4,4169
TIC 159950647,159950647,105,105,12.96,49.6125,-38.0532,4,2,4170
TIC 44667419,44667419,105,105,10.96,59.5941,-28.7091,4,3,4171
TIC 88478495,88478495,105,105,11.98,46.9161,-29.745,4,4,4172
TIC 79564072,79564072,105,105,12.98,51.3985,-42.8944,4,2,4173
TIC 89113945,89113945,105,105,10.96,55.3613,-27.723,4,3,4174
TIC 651496461,651496461,105,105,11.99,41.65,-26.2978,4,4,4175
TIC 49617264,49617264,105,105,12.99,37.8933,-40.0058,4,2,4176
TIC 142978263,142978263,105,105,10.96,53.6684,-33.6764,4,3,4177
TIC 97519831,97519831,105,105,12.0,44.6562,-23.3728,4,4,4178
TIC 152972964,152972964,105,105,13.0,48.0058,-46.5175,4,2,4179
TIC 142979223,142979223,105,105,10.96,53.8884,-30.9778,4,3,4180
TIC 144516059,144516059,105,105,12.0,50.6134,-26.2962,4,4,4181
TIC 49596084,49596084,105,105,13.02,37.3911,-39.561,4,2,4182
TIC 144621383,144621383,105,105,10.96,53.84,-29.7387,4,3,4183
TIC 88532072,88532072,105,105,12.01,48.3535,-27.3673,4,4,4184
TIC 165162811,165162811,105,105,13.04,47.1653,-38.7435,4,2,4185
TIC 325707527,325707527,105,105,10.96,56.8278,-27.4451,4,3,4186
TIC 88409708,88409708,105,105,12.03,45.7942,-28.9301,4,4,4187
TIC 165162636,165162636,105,105,13.12,47.1105,-38.2112,4,2,4188
TIC 142884465,142884465,105,105,10.97,51.5803,-32.6963,4,3,4189
TIC 88462809,88462809,105,105,12.03,46.4907,-29.341,4,4,4190
TIC 651228603,651228603,105,105,13.14,40.8908,-39.1416,4,2,4191
TIC 142931497,142931497,105,105,10.97,52.2807,-32.4664,4,3,4192
TIC 88417556,88417556,105,105,12.04,45.9672,-29.395,4,4,4193
TIC 301020663,301020663,105,105,13.16,46.7078,-47.0197,4,2,4194
TIC 144576775,144576775,105,105,10.97,52.7847,-28.0796,4,3,4195
TIC 88417970,88417970,105,105,12.04,46.1765,-27.9407,4,4,4196
TIC 159949814,159949814,105,105,13.17,49.4703,-37.9926,4,2,4197
TIC 44646841,44646841,105,105,10.98,59.4445,-28.2399,4,3,4198
TIC 137885889,137885889,105,105,12.04,48.7097,-23.0905,4,4,4199
TIC 321011198,321011198,105,105,13.17,43.5787,-41.1811,4,2,4200
TIC 89263359,89263359,105,105,10.98,58.7714,-29.1609,4,3,4201
TIC 88381466,88381466,105,105,12.05,45.0242,-29.1822,4,4,4202
TIC 129813177,129813177,105,105,13.19,54.7031,-41.0171,4,2,4203
TIC 142851266,142851266,105,105,10.98,50.1924,-33.5031,4,3,4204
TIC 88480577,88480577,105,105,12.07,47.1691,-29.32,4,4,4205
TIC 142218335,142218335,105,105,13.19,39.0753,-43.686,4,2,4206
TIC 142870379,142870379,105,105,10.98,51.2472,-32.4898,4,3,4207
TIC 88481049,88481049,105,105,12.07,47.1465,-26.3672,4,4,4208
TIC 165191092,165191092,105,105,13.19,47.7182,-41.6563,4,2,4209
TIC 144602108,144602108,105,105,10.98,53.4396,-29.1643,4,3,4210
TIC 144522533,144522533,105,105,12.07,50.923,-27.1396,4,4,4211
TIC 175518318,175518318,105,105,13.21,45.7421,-36.1664,4,2,4212
TIC 44646672,44646672,105,105,10.99,59.45,-29.0455,4,3,4213
TIC 423781496,423781496,105,105,12.07,51.8648,-25.7043,4,4,4214
TIC 159951371,159951371,105,105,13.23,49.5497,-41.6086,4,2,4215
TIC 89239383,89239383,105,105,10.99,58.3377,-29.8068,4,3,4216
TIC 144577141,144577141,105,105,12.09,52.8476,-26.1458,4,4,4217
TIC 308267024,308267024,105,105,13.24,52.1012,-39.011,4,2,4218
TIC 89265789,89265789,105,105,10.99,59.0465,-29.8576,4,3,4219
TIC 92250728,92250728,105,105,12.1,49.5246,-20.3785,4,4,4220
TIC 49594819,49594819,105,105,13.33,37.321,-39.9838,4,2,4221
TIC 142851343,142851343,105,105,10.99,50.1569,-33.9756,4,3,4222
TIC 65448527,65448527,105,105,12.11,41.931,-25.2637,4,4,4223
TIC 79564314,79564314,105,105,13.35,51.3939,-44.1332,4,2,4224
TIC 142939557,142939557,105,105,10.99,52.6034,-30.0749,4,3,4225
TIC 137862332,137862332,105,105,12.11,48.3139,-19.5425,4,4,4226
TIC 160008578,160008578,105,105,13.39,51.243,-40.6606,4,2,4227
TIC 176798093,176798093,105,105,10.99,48.5622,-32.7264,4,3,4228
TIC 209450685,209450685,105,105,12.12,45.701,-32.0056,4,4,4229
TIC 159877633,159877633,105,105,13.47,48.3713,-36.1507,4,2,4230
TIC 89094258,89094258,105,105,11.0,54.6891,-27.18,4,3,4231
TIC 88455257,88455257,105,105,12.14,46.467,-27.2922,4,4,4232
TIC 160004025,160004025,105,105,13.48,50.903,-40.2112,4,2,4233
TIC 142870239,142870239,105,105,11.0,51.1686,-33.3604,4,3,4234
TIC 88507544,88507544,105,105,12.14,47.7705,-29.7582,4,4,4235
TIC 340794574,340794574,105,105,13.49,36.8199,-40.7422,4,2,4236
TIC 142929895,142929895,105,105,11.0,52.134,-30.4774,4,3,4237
TIC 423763641,423763641,105,105,12.14,51.5651,-25.9875,4,4,4238
TIC 308227026,308227026,105,105,13.55,40.5555,-40.6546,4,2,4239
TIC 142939347,142939347,105,105,11.0,52.585,-31.2519,4,3,4240
TIC 144505204,144505204,105,105,12.16,50.3,-27.218,4,4,4241
TIC 175516998,175516998,105,105,13.61,45.5564,-40.532,4,2,4242
TIC 142982224,142982224,105,105,11.0,53.8052,-33.6956,4,3,4243
TIC 88408027,88408027,105,105,12.17,45.6329,-27.5524,4,4,4244
TIC 160008073,160008073,105,105,13.64,51.1207,-40.8177,4,2,4245
TIC 257432985,257432985,105,105,11.0,57.1821,-28.9154,4,3,4246
TIC 97519814,97519814,105,105,12.17,44.6029,-23.2952,4,4,4247
TIC 142350859,142350859,105,105,13.67,42.062,-41.997,4,2,4248
TIC 44667864,44667864,105,105,11.01,59.6974,-28.9902,4,3,4249
TIC 257554755,257554755,105,105,12.17,46.36,-21.8537,4,4,4250
TIC 321087099,321087099,105,105,13.69,44.38,-36.4286,4,2,4251
TIC 89096622,89096622,105,105,11.01,54.9094,-26.6116,4,3,4252
TIC 88466267,88466267,105,105,12.18,46.8682,-27.5324,4,4,4253
TIC 142200764,142200764,105,105,13.71,38.2278,-43.1744,4,2,4254
TIC 89112496,89112496,105,105,11.01,55.1431,-28.1984,4,3,4255
TIC 88480489,88480489,105,105,12.19,47.158,-29.8238,4,4,4256
TIC 215480915,215480915,105,105,13.71,43.471,-40.1969,4,2,4257
TIC 89239074,89239074,105,105,11.01,58.2645,-28.5597,4,3,4258
TIC 209408357,209408357,105,105,12.19,44.9999,-31.5024,4,4,4259
TIC 79611634,79611634,105,105,13.73,53.9845,-42.7642,4,2,4260
TIC 89265629,89265629,105,105,11.01,59.0451,-29.0442,4,3,4261
TIC 209408706,209408706,105,105,12.2,45.1132,-30.3417,4,4,4262
TIC 129838123,129838123,105,105,13.75,55.0714,-41.8167,4,2,4263
TIC 142833058,142833058,105,105,11.01,50.1163,-33.1895,4,3,4264
TIC 65434221,65434221,105,105,12.21,41.4611,-25.4443,4,4,4265
TIC 165146394,165146394,105,105,13.78,46.8176,-37.542,4,2,4266
TIC 142866523,142866523,105,105,11.01,50.6638,-31.4825,4,3,4267
TIC 204615713,204615713,105,105,12.21,41.888,-19.8561,4,4,4268
TIC 215335270,215335270,105,105,13.83,42.7947,-36.3649,4,2,4269
TIC 144505786,144505786,105,105,11.01,50.3476,-29.6007,4,3,4270
TIC 204615712,204615712,105,105,12.22,41.8863,-19.856,4,4,4271
TIC 146688186,146688186,105,105,13.91,43.2134,-43.9783,4,2,4272
TIC 89061380,89061380,105,105,11.02,54.3857,-27.327,4,3,4273
TIC 88454867,88454867,105,105,12.23,46.4581,-29.6331,4,4,4274
TIC 321067282,321067282,105,105,13.95,44.1236,-36.4565,4,2,4275
TIC 89150702,89150702,105,105,11.02,56.0102,-27.5706,4,3,4276
TIC 144464024,144464024,105,105,12.24,49.0899,-26.3668,4,4,4277
TIC 165184051,165184051,105,105,13.97,47.6066,-37.2306,4,2,4278
TIC 89205159,89205159,105,105,11.02,57.9197,-29.0525,4,3,4279
TIC 88509450,88509450,105,105,12.25,47.9243,-29.129,4,4,4280
TIC 142867345,142867345,105,105,11.02,50.8321,-33.1657,4,3,4281
TIC 209452438,209452438,105,105,12.25,45.9205,-30.1237,4,4,4282
TIC 144620780,144620780,105,105,11.02,53.6554,-26.8014,4,3,4283
TIC 88508497,88508497,105,105,12.27,47.6839,-24.1606,4,4,4284
TIC 325707250,325707250,105,105,11.02,56.7954,-28.9901,4,3,4285
TIC 65481160,65481160,105,105,12.3,42.6739,-27.4797,4,4,4286
TIC 44629017,44629017,105,105,11.03,49.9237,-33.6151,4,3,4287
TIC 88466211,88466211,105,105,12.33,46.7878,-27.3614,4,4,4288
TIC 142866980,142866980,105,105,11.03,50.8227,-31.0421,4,3,4289
TIC 88407446,88407446,105,105,12.36,45.5488,-29.0936,4,4,4290
TIC 142868670,142868670,105,105,11.03,50.8739,-30.9238,4,3,4291
TIC 71374255,71374255,105,105,12.37,45.7156,-19.1974,4,4,4292
TIC 142940008,142940008,105,105,11.03,52.7891,-32.2999,4,3,4293
TIC 65516102,65516102,105,105,12.39,43.2058,-25.6375,4,4,4294
TIC 143043426,143043426,105,105,11.03,55.085,-31.3639,4,3,4295
TIC 144522611,144522611,105,105,12.39,50.9097,-26.7345,4,4,4296
TIC 423783032,423783032,105,105,11.03,52.1406,-29.799,4,3,4297
TIC 209450558,209450558,105,105,12.39,45.6901,-31.2772,4,4,4298
TIC 89095864,89095864,105,105,11.04,54.7375,-29.0783,4,3,4299
TIC 209463180,209463180,105,105,12.41,47.3125,-30.7155,4,4,4300
TIC 89150871,89150871,105,105,11.04,55.9097,-26.5327,4,3,4301
TIC 209450559,209450559,105,105,12.42,45.6883,-31.2777,4,4,4302
TIC 89205306,89205306,105,105,11.04,57.9775,-29.9245,4,3,4303
TIC 88453383,88453383,105,105,12.46,46.1541,-25.8465,4,4,4304
TIC 142866900,142866900,105,105,11.04,50.833,-30.5503,4,3,4305
TIC 98778252,98778252,105,105,12.46,45.0828,-17.7489,4,4,4306
TIC 142978143,142978143,105,105,11.04,53.7306,-34.4269,4,3,4307
TIC 209450247,209450247,105,105,12.49,45.5356,-30.2848,4,4,4308
TIC 166834422,166834422,105,105,11.04,58.4851,-29.995,4,3,4309
TIC 204616593,204616593,105,105,12.51,42.0132,-23.4714,4,4,4310
TIC 325690567,325690567,105,105,11.04,56.6035,-26.468,4,3,4311
TIC 65326097,65326097,105,105,12.54,39.1445,-25.5843,4,4,4312
TIC 89044849,89044849,105,105,11.05,47.6101,-32.3546,4,3,4313
TIC 137884175,137884175,105,105,12.54,48.5112,-23.0848,4,4,4314
TIC 129811899,129811899,105,105,11.05,54.5703,-36.7598,4,3,4315
TIC 71345362,71345362,105,105,12.57,45.1156,-21.2692,4,4,4316
TIC 129839175,129839175,105,105,11.05,55.2702,-36.9436,4,3,4317
TIC 65479610,65479610,105,105,12.64,42.4046,-24.7372,4,4,4318
TIC 140072115,140072115,105,105,11.05,57.1691,-37.6389,4,3,4319
TIC 92248525,92248525,105,105,12.68,49.3292,-19.6732,4,4,4320
TIC 142865552,142865552,105,105,11.05,50.5058,-33.8214,4,3,4321
TIC 137862364,137862364,105,105,12.69,48.292,-19.2987,4,4,4322
TIC 142943730,142943730,105,105,11.05,52.8754,-33.9707,4,3,4323
TIC 651683625,651683625,105,105,12.7,48.2922,-19.2993,4,4,4324
TIC 142943760,142943760,105,105,11.05,52.8356,-33.8071,4,3,4325
TIC 88365885,88365885,105,105,12.71,44.7074,-29.6928,4,4,4326
TIC 144598008,144598008,105,105,11.05,53.0969,-28.3982,4,3,4327
TIC 257566307,257566307,105,105,12.72,46.6387,-20.7616,4,4,4328
TIC 168790078,168790078,105,105,11.05,63.4807,-32.9861,4,3,4329
TIC 97519815,97519815,105,105,12.78,44.6009,-23.2982,4,4,4330
TIC 176776839,176776839,105,105,11.05,47.7107,-32.7966,4,3,4331
TIC 88532955,88532955,105,105,12.81,48.5664,-26.9297,4,4,4332
TIC 176798872,176798872,105,105,11.05,48.6091,-31.7433,4,3,4333
TIC 651404591,651404591,105,105,12.81,49.879,-25.4946,4,4,4334
TIC 423782965,423782965,105,105,11.05,51.9976,-29.7532,4,3,4335
TIC 144481603,144481603,105,105,12.83,49.4528,-24.3334,4,4,4336
TIC 89186924,89186924,105,105,11.06,57.6217,-28.2655,4,3,4337
TIC 92261741,92261741,105,105,12.85,50.1786,-22.9266,4,4,4338
TIC 142937519,142937519,105,105,11.06,52.3967,-30.2067,4,3,4339
TIC 65482799,65482799,105,105,12.87,42.9576,-29.6858,4,4,4340
TIC 142958342,142958342,105,105,11.06,53.1389,-34.4922,4,3,4341
TIC 97519834,97519834,105,105,12.88,44.6543,-23.3759,4,4,4342
TIC 144597257,144597257,105,105,11.06,52.8553,-27.3843,4,3,4343
TIC 88508496,88508496,105,105,12.9,47.6857,-24.1612,4,4,4344
TIC 325688247,325688247,105,105,11.06,56.3708,-27.4,4,3,4345
TIC 88532457,88532457,105,105,12.9,48.4257,-29.5469,4,4,4346
TIC 89113830,89113830,105,105,11.07,55.339,-27.0932,4,3,4347
TIC 92303586,92303586,105,105,13.0,50.7484,-23.2448,4,4,4348
TIC 142832979,142832979,105,105,11.07,50.1464,-33.6419,4,3,4349
TIC 92354998,92354998,105,105,13.1,51.7713,-23.6767,4,4,4350
TIC 142930366,142930366,105,105,11.07,52.219,-33.0323,4,3,4351
TIC 88347496,88347496,105,105,13.12,44.2879,-28.5757,4,4,4352
TIC 142944903,142944903,105,105,11.07,53.0301,-32.3302,4,3,4353
TIC 65483190,65483190,105,105,13.16,42.9123,-27.0433,4,4,4354
TIC 142982024,142982024,105,105,11.07,53.7931,-32.649,4,3,4355
TIC 89062142,89062142,105,105,13.17,54.4571,-24.6126,4,4,4356
TIC 168703358,168703358,105,105,11.07,62.0166,-29.9192,4,3,4357
TIC 71411516,71411516,105,105,13.22,47.3328,-18.7558,4,4,4358
