target,tic_id,ra,dec,tmag,teff_k,radius_solar,distance_pc,contamination_ratio,gaia_source_id
TIC 329250393,329250393,264.08275681976,58.61091308435,13.423,3685.0,0.518,138.658,0.02,1434561996473347328
TIC 198180297,198180297,244.91162496883,65.69558199882,13.424,3840.0,0.554,162.268,1.0E-4,1642174668248586368
TIC 232645112,232645112,281.55393617908,56.81408407334,13.424,3520.0,0.313,70.956,0.0166,2153910984956758400
TIC 353898466,353898466,271.89942069758,55.36520496677,13.424,3765.0,0.555,158.525,0.2991,2150196697238578048
TIC 237285290,237285290,300.30401772187,71.95133607076,13.425,3622.0,0.516,135.346,0.0344,2251773154826645632
TIC 259131513,259131513,291.88186912965,70.8533848135,13.425,3392.0,0.323,68.4444,0.0041,2263424164148923136
TIC 356107942,356107942,261.20772103071,58.95967570394,13.425,3146.0,0.344,64.0799,0.0011,1434024953762637696
TIC 359388713,359388713,268.0552137647,59.24917197215,13.426,3429.0,0.393,89.797,5.0E-4,1423016196669673600
TIC 230131178,230131178,251.99031305707,71.1571414286,13.427,3201.0,0.311,58.2432,5.0E-4,1650355859392513408
TIC 353934800,353934800,272.08336741695,55.54651597519,13.427,3341.0,0.426,95.1386,0.0081,2150035996742184960
TIC 441740063,441740063,259.50732087823,74.85007085065,13.427,3440.0,0.37,83.9747,0.0061,1655607058207333120
TIC 219751998,219751998,261.44576538117,60.13267246603,13.428,3641.0,0.521,138.274,0.0932,1435829286703621888
TIC 232607454,232607454,258.35657962511,60.08013066269,13.428,3736.0,0.532,147.757,0.0077,1437343245495894400
TIC 219109363,219109363,271.43296420424,71.47380605646,13.43,3893.0,0.564,169.681,0.0054,2260740359344080896
TIC 219863949,219863949,258.76930047775,71.56434560412,13.43,3457.0,0.376,83.277,0.0093,1651739938373266304
TIC 232674864,232674864,282.17588100519,59.45646918955,13.43,3489.0,0.294,64.082,0.337,2156129524543429888
TIC 233678922,233678922,260.15065324522,61.96643661466,13.43,3769.0,0.501,137.756,0.0276,1438527282079938176
TIC 219899079,219899079,263.4640120273,66.40387121278,13.431,3447.0,0.41,94.0844,0.0032,1633876722714227200
TIC 230385272,230385272,285.773430082,62.09035239958,13.431,3648.0,0.502,131.332,0.1555,2252144858475805696
TIC 420113184,420113184,290.25837297361,71.97816016443,13.432,3917.0,0.573,177.356,0.0245,2264254948262384000
TIC 289622328,289622328,254.06551127144,65.21225804679,13.433,3341.0,0.273,53.4681,0.0062,1635387692208652672
TIC 356919872,356919872,273.48847065613,57.58904790752,13.433,3311.0,0.382,80.272,0.0043,2151800128789519488
TIC 198384074,198384074,257.76764810153,57.60318545391,13.434,3486.0,0.449,108.316,0.0075,1433839273737063808
TIC 289582277,289582277,253.15613731471,64.15326001741,13.436,3575.0,0.511,133.939,0.0274,1631933095393043584
TIC 237096708,237096708,239.55804982939,70.33613031916,13.437,3594.0,0.447,113.194,0.0217,1647819114268466560
TIC 359483223,359483223,278.99473501408,57.91037913458,13.437,3800.0,0.568,167.01,0.2448,2154343780220692352
TIC 233691614,233691614,275.75895000105,62.34566449022,13.438,3902.0,0.592,182.976,0.0059,2159875595018433280
TIC 229708869,229708869,278.27582404174,66.36407585598,13.44,3674.0,0.527,142.015,0.0015,2257192853798638976
TIC 229967419,229967419,289.75385454614,60.49725821985,13.44,3881.0,0.565,160.493,,2239746902799679616
TIC 235679731,235679731,287.091718479,72.4201628531,13.44,3911.0,0.587,182.373,0.0075,2264525050165730560
TIC 259270670,259270670,293.57384027825,70.22408074325,13.44,3799.0,0.524,148.54,0.0254,2263154474563338624
TIC 232633324,232633324,269.55444326756,58.20847494343,13.442,3501.0,0.514,130.375,0.0446,1421932627959695872
TIC 198162140,198162140,243.80373820168,63.5500223621,13.443,3735.0,0.553,159.391,0.25,1629424731412729344
TIC 219798091,219798091,265.44845997424,60.64672177831,13.444,3615.0,0.465,120.467,1.0E-4,1435727891115539968
TIC 229767419,229767419,281.81620490487,67.22971468184,13.444,3565.0,0.421,103.603,9.0E-4,2255693154297886976
TIC 230384382,230384382,285.73068371019,60.58606457529,13.444,3293.0,0.377,76.668,0.0093,2155960199752466176
TIC 383622953,383622953,270.61423104076,56.76721638679,13.444,3554.0,0.466,118.982,0.0137,2150415637491572480
TIC 441764563,441764563,261.14115310123,75.23823072031,13.444,3476.0,0.433,103.323,6.0E-4,1656006455806139392
TIC 199633146,199633146,250.38272470019,59.07378923764,13.445,3777.0,0.554,161.477,0.5006,1431928082009315328
TIC 230086768,230086768,246.62458444596,66.14361427066,13.445,3428.0,0.389,89.6716,2.0E-4,1642301524402771200
TIC 230118520,230118520,249.62158999325,70.23461101989,13.445,3640.0,0.537,144.472,0.0053,1649916638857184640
TIC 230135258,230135258,252.74409853088,68.4120932088,13.445,3816.0,0.557,164.12,1.0E-4,1648907596420175232
TIC 441797007,441797007,264.07701364774,72.89251014027,13.445,3750.0,0.571,164.386,9.0E-4,1652275263097745920
TIC 243354593,243354593,290.39772573486,59.13395306115,13.446,3262.0,0.26,50.2476,0.0198,2143399963033430272
TIC 353733512,353733512,275.71180404667,59.88689779817,13.447,3563.0,0.441,109.291,0.0051,2157713405402590464
TIC 229701361,229701361,277.401839492,71.74356921131,13.448,3491.0,0.455,111.404,0.0126,2265828727359457536
TIC 376847609,376847609,275.21860082272,69.43236234052,13.448,3807.0,0.502,137.316,,2259881228446340480
TIC 236763603,236763603,273.25085335951,67.75620836145,13.449,3997.0,0.57,174.109,,2258129568984754048
TIC 441723554,441723554,255.83084862014,76.59552714191,13.449,3394.0,0.297,62.4315,1.0E-4,1704825459274246272
TIC 198206300,198206300,247.01525460346,62.23485650408,13.45,3489.0,0.38,90.509,6.0E-4,1625622826361845888
TIC 232673238,232673238,281.96473524721,57.67269808701,13.451,3897.0,0.593,185.811,0.0092,2154417310060635520
TIC 353894795,353894795,271.81028933777,55.99857889936,13.451,3686.0,0.439,115.316,0.0133,2150329772505178880
TIC 441722576,441722576,255.74556667013,72.94136964306,13.451,3540.0,0.401,95.7013,0.004,1655104547033818624
TIC 219871282,219871282,259.99226459282,71.48930437987,13.452,3879.0,0.512,150.355,0.1493,1651065765946946048
TIC 233605950,233605950,282.95648864839,61.51275364591,13.452,3649.0,0.407,102.458,0.0028,2156731232282280192
TIC 441739873,441739873,259.57847185029,74.30455109767,13.452,3405.0,0.395,88.5736,0.3069,1655531398063341184
TIC 219797103,219797103,265.44828820861,63.31022571816,13.453,3415.0,0.416,98.5236,0.0013,1439821682143271936
TIC 1718270877,1718270877,282.62782472122,75.24424193823,13.453,3912.0,0.593,167.344,,2268449516401720960
TIC 441787893,441787893,261.82296195383,77.69215132767,13.454,3924.0,0.575,177.784,0.0027,1705263236700684672
TIC 229748176,229748176,280.45463064265,69.55862505054,13.455,3772.0,0.58,170.585,0.0195,2259358067069593728
TIC 353933760,353933760,271.94134354768,54.70476045931,13.456,3428.0,0.365,81.336,0.0094,2149589113984767744
TIC 198410955,198410955,259.02941137837,56.10357452382,13.457,3584.0,0.393,96.3231,4.0E-4,1420704782708998144
TIC 199526564,199526564,240.58809632522,65.3858793195,13.458,3272.0,0.374,78.3921,0.0278,1642055233797808256
TIC 356108983,356108983,261.33325269923,57.50289354294,13.458,3467.0,0.418,98.2846,0.1934,1432911423361536128
TIC 199712563,199712563,253.94077403615,57.17712913631,13.459,3955.0,0.598,189.843,0.0011,1433624559731559424
TIC 219113773,219113773,272.04033364966,71.85768491201,13.459,3609.0,0.565,153.109,0.0015,2260734037152365440
TIC 229685294,229685294,262.78758104913,57.20884197902,13.459,3765.0,0.534,151.5,0.002,1422322507910705920
TIC 233195297,233195297,264.37505082822,67.92499785739,13.459,3672.0,0.474,125.849,0.009,1634615319648798720
TIC 259266095,259266095,293.19182462327,68.20584896457,13.459,3533.0,0.502,124.502,0.2856,2261389002485674752
TIC 219107969,219107969,271.23197482452,68.44049541767,13.46,3530.0,0.463,114.588,0.115,2258486807184169728
TIC 219758371,219758371,262.13622033757,63.67863565837,13.46,3489.0,0.496,125.757,0.0427,1440375973443220736
TIC 230124386,230124386,250.65100845565,71.47826109857,13.46,3522.0,0.452,110.49,0.003,1653425249180917376
TIC 233539813,233539813,280.95540288666,60.65649559361,13.46,3506.0,0.44,106.385,0.8403,2156527410314038400
TIC 280068709,280068709,297.89151613367,66.72095156431,13.46,3581.0,0.515,135.349,0.0874,2248992936596470912
TIC 229701316,229701316,277.48800895211,71.89816486082,13.462,3814.0,0.44,123.031,0.0011,2265837282934317696
TIC 230083258,230083258,246.21789638121,69.29185612795,13.464,3671.0,0.494,132.23,0.0275,1649777859873459712
TIC 376869857,376869857,283.65682854627,75.58556561558,13.464,3519.0,0.453,111.185,8.0E-4,2268556924944870400
TIC 233130372,233130372,274.23003622383,61.48467565336,13.465,3495.0,0.29,63.9527,0.0043,2159061333642493824
TIC 259233486,259233486,292.74885381381,68.44782544995,13.465,3746.0,0.541,155.82,0.2964,2261442191360327936
TIC 233567994,233567994,281.82039554244,62.74224754977,13.467,3498.0,0.385,92.4595,0.163,2157134272012639744
TIC 198178216,198178216,244.35195325967,62.61290830152,13.468,3883.0,0.528,155.85,0.0087,1628507807435014144
TIC 233204536,233204536,265.81241304892,70.0741786617,13.468,3417.0,0.495,122.588,0.0115,1638789821701991040
TIC 165502832,165502832,265.94433178203,57.42268745572,13.469,3616.0,0.492,131.846,0.0061,1422574570952174080
TIC 219100714,219100714,270.24695650748,70.93896115756,13.47,3478.0,0.405,97.3141,0.0128,2260618962092003328
TIC 229490055,229490055,295.94155700149,65.85276710123,13.47,3310.0,0.364,78.3994,0.0036,2248530351439867520
TIC 233096303,233096303,273.17608063978,65.97042610719,13.47,3659.0,0.52,141.547,0.0167,2257553871568179968
TIC 377157902,377157902,285.45892207109,59.70402618991,13.47,3255.0,0.252,50.5825,0.0045,2155629452911849728
TIC 198278730,198278730,249.8828654015,64.6828884235,13.471,3687.0,0.567,152.078,0.0233,1635116177258716544
TIC 229586245,229586245,271.42187502799,74.4783757489,13.471,3466.0,0.436,106.008,0.0361,2267499057320259712
TIC 258923752,258923752,289.04219578391,71.63913225647,13.472,3799.0,0.512,147.39,0.0047,2264269482431505664
TIC 258388856,258388856,296.76438855362,69.30843624246,13.473,3373.0,0.307,65.4592,0.0088,2251033046060723968
TIC 233097073,233097073,273.33505546756,64.01148896095,13.474,3851.0,0.581,177.986,0.0344,2161240913581996416
TIC 272887739,272887739,239.42849359393,66.86636454,13.476,3798.0,0.58,173.194,7.0E-4,1643125367848645248
TIC 441717893,441717893,254.30728202858,75.36184070363,13.476,3736.0,0.537,153.361,9.0E-4,1656585829715202944
TIC 406856783,406856783,274.81895527418,66.8514040103,13.477,3729.0,0.537,150.87,0.004,2258013845385677952
TIC 326259111,326259111,298.88317161261,68.84612570565,13.479,3719.0,0.512,144.516,0.089,2250773458238079360
TIC 230078915,230078915,245.17312637967,66.96092053805,13.48,3419.0,0.396,93.4544,0.0,1642575508955940736
TIC 376925098,376925098,284.85974788659,74.73601504839,13.48,3735.0,0.547,159.079,0.001,2268231984900030720
TIC 320526160,320526160,264.88999875281,58.45614012602,13.481,3611.0,0.48,128.732,0.0041,1422557872118853120
TIC 367857126,367857126,276.73264297696,76.68983199188,13.481,3898.0,0.589,184.034,0.8427,2269469588315853184
TIC 199661047,199661047,251.06909770592,59.95153728272,13.482,3760.0,0.588,174.543,0.8535,1432108127038788864
TIC 199715826,199715826,254.34593146365,57.18578057093,13.482,3640.0,0.513,139.106,0.001,1433583293685643392
TIC 199610768,199610768,249.00009249512,59.51524267915,13.483,3879.0,0.594,185.287,0.0061,1624143673984994816
TIC 237254965,237254965,298.93913080812,73.75428313141,13.483,3461.0,0.414,97.9948,0.0196,2287967840661345536
TIC 232673497,232673497,282.08983531417,58.05878468605,13.484,3575.0,0.51,134.621,0.0651,2154452563152448384
TIC 229944244,229944244,288.23975011835,61.56783734446,13.485,3617.0,0.562,155.378,0.0175,2251955020920378240
TIC 356784874,356784874,268.41210244955,72.4048276823,13.485,3812.0,0.568,170.432,0.0053,1651331779041546752
TIC 359585942,359585942,279.80804460256,56.44548965483,13.485,3721.0,0.487,133.426,0.0011,2148114943769893120
TIC 233498961,233498961,249.85486530029,72.88022877856,13.486,3754.0,0.565,163.705,0.0026,1653801866273258368
TIC 424388543,424388543,281.13704619167,76.26045995613,13.487,3878.0,0.566,172.867,0.0311,2268658423612169216
TIC 376847961,376847961,275.40222362863,68.65960925317,13.489,3338.0,0.428,94.521,0.0093,2259736677026868480
TIC 229943601,229943601,288.30894043391,60.7223505303,13.49,3402.0,0.46,110.902,0.0167,2239801397344950784
TIC 359677107,359677107,281.05022878967,59.61135031854,13.491,3921.0,0.59,184.942,0.0057,2154690504340921344
TIC 219852891,219852891,256.6897513946,68.88113127017,13.492,3355.0,0.25,50.8036,0.0014,1637032149285827200
TIC 233736162,233736162,277.88204930931,60.97142542212,13.492,3908.0,0.585,183.091,0.0094,2159548967048710784
TIC 237202553,237202553,293.43416489027,72.69635697615,13.492,3681.0,0.524,145.327,0.0086,2264028002190528384
TIC 219762916,219762916,262.54996234531,61.92366392164,13.493,3763.0,0.508,145.807,0.0027,1439227670986885120
TIC 243279081,243279081,288.43983173468,58.38043370221,13.494,3522.0,0.58,162.205,0.0187,2143437930543607808
TIC 264220088,264220088,295.0484819545,68.02333271829,13.494,3691.0,0.481,130.705,0.0121,2249352820494940160
TIC 376847982,376847982,275.34624992274,68.62847418359,13.494,3452.0,0.457,114.132,0.0136,2259736299069857408
TIC 441810190,441810190,266.46949636673,76.88997625492,13.494,3971.0,0.597,192.861,0.011,1656999727122904832
TIC 441804260,441804260,265.48893392718,72.98449421699,13.495,3201.0,0.258,48.5447,0.0959,1651551990605688064
TIC 219113415,219113415,271.89859605905,70.93647008613,13.496,3489.0,0.487,122.948,0.0304,2260584400491966208
TIC 233722966,233722966,276.59290419988,62.68929103377,13.496,3667.0,0.526,146.856,0.3296,2159954038301030656
TIC 441788920,441788920,262.34647507879,74.57033593425,13.496,3835.0,0.572,174.66,0.0113,1655714810346819712
TIC 199663984,199663984,251.44299146298,58.55080365636,13.499,3567.0,0.428,107.677,0.0084,1431743054818250240
TIC 230126832,230126832,251.28728066328,68.57365675377,13.499,3526.0,0.51,132.165,0.0204,1648597568500977152
TIC 219883632,219883632,261.98594428482,66.56459956744,13.5,3890.0,0.565,175.223,0.0152,1633917645162555008
TIC 320525495,320525495,264.96685118206,56.78002713996,13.5,3547.0,0.406,99.3444,4.0E-4,1421395482170463104
TIC 229446409,229446409,293.88127986785,61.05972836364,13.503,3867.0,0.595,186.134,0.0135,2239348810871270528
TIC 259037564,259037564,290.59242099682,67.68922942577,13.504,3657.0,0.429,111.02,0.0057,2261124741737693312
TIC 326209200,326209200,245.84094024832,72.81876005847,13.504,3097.0,0.195,33.924,2.0E-4,1654215076486441472
TIC 230390579,230390579,285.99912715025,60.12459118004,13.505,3633.0,0.519,141.989,0.1001,2155668451214834560
TIC 233571326,233571326,281.95332066453,62.50117305702,13.505,3607.0,0.507,135.248,0.1403,2157121765067846784
TIC 441768423,441768423,261.87651365255,75.70374665335,13.505,3852.0,0.533,160.104,0.013,1656782229979200768
TIC 219105733,219105733,270.96534848147,69.21735449776,13.506,3277.0,0.256,51.0906,0.0068,2260038492969095296
TIC 230396007,230396007,286.55130019119,62.29946857094,13.506,3342.0,0.426,96.3501,0.0351,2252232922485048320
TIC 233061797,233061797,270.16718868314,60.56033993405,13.506,3750.0,0.567,169.282,0.4592,2158727223842667136
TIC 441760371,441760371,260.50443480415,73.21350139759,13.506,3823.0,0.592,182.232,0.0518,1652223586050870656
TIC 233534471,233534471,280.81353414911,60.48601727005,13.507,3468.0,0.413,98.966,0.0294,2156430000455946112
TIC 233711692,233711692,275.90041060009,62.26492508441,13.508,3398.0,0.542,139.188,0.0061,2159874323708109568
TIC 237099945,237099945,240.46813503753,65.95008635382,13.508,3514.0,0.406,101.498,0.0013,1642837982997262848
TIC 280071754,280071754,298.03401426979,71.87921391609,13.508,3690.0,0.579,173.051,0.0342,2263780440275720960
TIC 392569934,392569934,280.64381583915,55.79715796842,13.508,3710.0,0.561,166.178,0.0318,2147875009715344896
TIC 219857065,219857065,257.35578839868,71.69509413451,13.509,3908.0,0.587,184.795,0.0041,1651778352560814592
TIC 229446305,229446305,293.93554773017,61.1998453005,13.509,3259.0,0.259,50.8331,0.0018,2239359943426529280
TIC 233622554,233622554,284.12978618974,63.13048282958,13.509,3444.0,0.426,101.772,0.0032,2253093255973745920
TIC 357517794,357517794,267.7333297594,77.95694242884,13.509,3939.0,0.583,186.539,0.0032,1657313431534264064
TIC 383677269,383677269,279.1661254536,64.34881557827,13.509,3742.0,0.536,156.115,0.0013,2256364681022773504
TIC 229780807,229780807,283.51332388213,71.48900352308,13.51,3809.0,0.533,159.716,0.0102,2265914867223005440
TIC 424384597,424384597,277.0224305008,73.35974693326,13.511,3776.0,0.579,175.399,0.003,2267146560763949568
TIC 198238432,198238432,249.31917752454,65.12082934992,13.512,3603.0,0.596,174.953,0.0086,1635184866672266752
TIC 284900972,284900972,260.89241715219,55.38452295789,13.513,3496.0,0.518,131.841,0.0063,1420473472950166528
TIC 289570215,289570215,251.94956561806,62.19687249935,13.514,3794.0,0.58,176.008,0.013,1630688448230072576
TIC 165530667,165530667,266.39883116161,58.61995584752,13.515,3931.0,0.592,192.629,0.0028,1422882915244161280
TIC 199632976,199632976,250.55100320793,59.81313261808,13.515,3534.0,0.41,102.295,0.1334,1432100121219740032
TIC 230071420,230071420,243.53276606363,69.52860819181,13.515,3360.0,0.341,74.1601,0.0069,1646832268222449792
TIC 230117182,230117182,249.35513262813,68.34144284103,13.515,3753.0,0.595,184.22,1.0E-4,1648760536739862400
TIC 390022666,390022666,277.64276532097,58.16461561934,13.515,3761.0,0.472,133.279,0.0094,2157280610138258816
TIC 219892426,219892426,262.70468669389,66.72866456258,13.517,3794.0,0.589,180.452,0.0119,1633926132017792512
TIC 258871921,258871921,287.7614511839,66.12354938092,13.517,3706.0,0.553,158.163,0.0077,2254592440080388608
TIC 334831492,334831492,250.62071166335,60.42292111636,13.518,3623.0,0.444,117.136,0.0445,1624334091359646720
TIC 198416743,198416743,260.22650624632,57.45347545774,13.519,3239.0,0.254,49.7977,0.0012,1432940388621094528
TIC 230395424,230395424,286.66202291256,63.36826037807,13.519,3642.0,0.438,114.864,0.1503,2252698703098557056
TIC 230127239,230127239,251.33597399969,70.21100530675,13.52,3861.0,0.585,184.742,0.0012,1650092285839304320
TIC 233610173,233610173,283.19125382599,65.56101555339,13.52,3944.0,0.559,175.252,0.0073,2253952833549392896
TIC 233723666,233723666,276.50881483384,61.29152502645,13.52,3473.0,0.423,102.457,0.0034,2158261615027955584
TIC 287079870,287079870,243.47794660975,64.30656707133,13.52,3717.0,0.58,172.52,7.0E-4,1629659717663425792
TIC 353819035,353819035,270.42314170988,56.9771890149,13.521,3887.0,0.537,163.702,0.1778,2150453742441438464
TIC 394129565,394129565,288.93980304236,74.72183047627,13.521,3758.0,0.554,164.419,0.0015,2265277013041082624
TIC 229975344,229975344,289.89317623556,60.26149520261,13.522,3253.0,0.281,57.7,0.162,2239735289208387968
TIC 230079468,230079468,245.17074093214,69.2977196621,13.522,3446.0,0.436,105.308,0.0104,1649799472148944896
TIC 207501873,207501873,247.99831545552,59.70053305461,13.523,3271.0,0.293,62.3892,0.0,1624017023989100032
TIC 230075817,230075817,244.3653074189,66.43890244335,13.523,3574.0,0.495,133.407,0.0062,1642454116000401920
TIC 233195949,233195949,264.2057866573,70.23038984205,13.523,3615.0,0.547,152.901,0.0206,1638845205304678784
TIC 233617997,233617997,283.96318658241,64.23911847763,13.523,3685.0,0.523,147.613,0.0663,2253571887129265664
TIC 219858131,219858131,257.43172003134,67.74546960836,13.524,3556.0,0.547,145.636,0.0038,1635929579642082048
TIC 233746487,233746487,278.67207836913,62.29422523276,13.524,3540.0,0.428,111.496,0.0446,2160061549922234496
TIC 219762708,219762708,262.57235832378,62.49057205836,13.526,3314.0,0.277,59.2977,0.0018,1439316216032875520
TIC 232630730,232630730,269.30745648767,55.38321297714,13.526,3373.0,0.342,75.6129,0.0536,1417480602300197504
TIC 233078882,233078882,271.4613941734,62.67457366505,13.527,3862.0,0.592,187.124,0.0078,2159393081212269568
TIC 233570875,233570875,281.9579729807,63.39501538965,13.527,3738.0,0.593,184.026,0.0026,2253250829733273216
TIC 421308028,421308028,288.78263647286,58.24409688812,13.527,3669.0,0.507,141.118,0.1354,2143432467345187968
TIC 229412070,229412070,293.15591283811,62.03566423123,13.528,3964.0,0.595,195.117,0.0098,2240180900654754944
TIC 233744887,233744887,278.56970170144,65.60940145813,13.528,3438.0,0.336,76.7603,0.0525,2256955840323378944
TIC 359552793,359552793,279.42732990769,56.96771856534,13.528,3839.0,0.595,186.435,0.3076,2154147448675480192
TIC 233127050,233127050,273.96901530619,63.23017424573,13.529,3426.0,0.444,106.201,0.0038,2160773689859971584
TIC 233205372,233205372,265.81755120698,67.68775941584,13.529,3693.0,0.518,146.839,0.006,1634562062054274816
TIC 259037885,259037885,290.69614141606,68.19898407523,13.529,3939.0,0.569,181.811,0.0021,2261236307808194048
